-6037.989589	-0.290926319		-0.876193241
-5556.648029	-0.617125994		-0.99764912
-5045.222621	-0.870359952		-1.154126652
-4563.881061	-1.187975425		-1.334066416
-4037.413729	-1.548511908		-1.577239462
-3541.030245	-1.874711583		-1.862952662
-3089.772533	-2.286753278		-2.182153092
-2567.965922	-2.805763928		-2.637154109
-2052.632948	-3.442965119		-3.190230378
-1550.323814	-4.00307564		-3.828685174
-1098.396144	-4.511077022		-4.461902638
-605.38414	-5.316063827		-5.14285949
-98.67735861	-5.542710597		-5.693273251
353.2503113	-5.48018735		-5.921121391
928.4309821	-5.38640248		-5.749410477
1394.05343	-4.995632186		-5.285179514
1887.065434	-4.573600269		-4.623177201
2380.077437	-3.999167937		-3.927367048
2859.394663	-3.416920199		-3.304185565
3357.315397	-2.966335538		-2.748967651
3844.089342	-2.483667343		-2.30095116
4367.371333	-2.087809975		-1.912214391
4866.314627	-1.768346133		-1.615569359
5375.545944	-1.389727209		-1.372045913
5861.36996	-1.100922486		-1.183688315
6360.689088	-0.869878708		-1.025242045
6833.017993	-0.646536389		-0.901318733
