-12.2463418	0.126812884		0.126561082
-11.27089369	0.138382671		0.145787905
-10.21581716	0.160558097		0.171587199
-9.618604036	0.189964639		0.189097577
-8.842226969	0.218889107		0.215778504
-7.886685964	0.25697299		0.256175771
-7.090401793	0.296021022		0.297892314
-6.413560247	0.335069054		0.340502569
-5.91588264	0.379901979		0.376778183
-5.319400959	0.433422713		0.4265543
-4.839595531	0.483920959		0.472072081
-4.415152268	0.534419205		0.516658872
-3.953800894	0.583576789		0.569775377
-3.47414632	0.637338001		0.629857529
-3.097346699	0.678616206		0.680008485
-2.630832883	0.735971186		0.744497851
-2.218147584	0.802885329		0.802103331
-1.823405124	0.857633264		0.855652194
-1.393081108	0.905748894		0.909492088
-1.004290648	0.946877703		0.951253867
-0.595037532	0.983546761		0.98518983
-0.185784416	1.00188129		1.006242847
0.203006044	1.012287374		1.012667664
0.694109783	1.01327843		1.001157948
1.164750866	0.988997567		0.970914271
1.471690703	0.946877703		0.942580099
1.77863054	0.910208645		0.908841714
2.085570377	0.864124558		0.870997823
2.55621146	0.810112026		0.807903319
2.88900303	0.7655861		0.761541835
3.155588737	0.731586115		0.724306469
3.386629683	0.690700057		0.69238871
3.68876015	0.643788684		0.651591559
3.97476018	0.60002665		0.614317251
4.363508553	0.550741543		0.566211949
4.775124477	0.509762914		0.518864608
4.935197337	0.487058539		0.501491947
5.346813261	0.449956267		0.459505932
5.758429186	0.407870108		0.421301203
6.352985521	0.363015122		0.372384049
6.8332041	0.321482728		0.337802327
7.509681119	0.289305842		0.295634605
7.727220217	0.272184937		0.283524566
8.506735318	0.237504129		0.245128962
9.340635193	0.204579311		0.211388472
10.01138074	0.185702416		0.188697517
10.75463933	0.163752537		0.167312877
11.40725662	0.145314639		0.151233619
11.96923262	0.134778698		0.13908204
12.38618256	0.125998746		0.130943631
